"","p_cntrl7291","p_cncr8189","p_cntrl2338","p_cncr4009","p_cncr4149","p_cncr8106","p_cncr7486","p_cncr3370","p_cntrl7734","p_cncr4167","p_cntrl3474","p_cncr7831","p_cntrl3963","p_cncr7735","p_cncr5687","p_cncr8514","p_cntrl9441","p_cncr4667","p_cntrl1189","p_cntrl5569","p_cncr3070","p_cncr7179","p_cncr9820","p_cntrl1085","p_cntrl2636","p_cncr5196","p_cncr8934","p_cncr2543","p_cncr8186","p_cncr2876"
"00000101111101010110",782,1,3,365700,2589,4,199,0,0,57,1358,1,2,0,4,3,1785,145148,118,207,0,6,13,225014,106938,999968,219,0,1092,154954
"01111110111010000000",4488087,261659,175886,3794,375887,369910,19880,2086429,187127,91134,382832,80654,5612,13679,161308,241123,10690,62545,18175,36602,855308,253570,6405,23457,9609,5909,312,559795,2225,57068
"10011100011111111011",23497,256876,4223,5281721,667488,638,15125,8873,8589,26017811,58111,4880,14364,1900,4263982,775802,198309,303039,34696,6319522,661,12501,225038,3516,990998,2521628,5393,31943,278771,9904731
"11010000000101000001",931683,4235149,400014,2655,72805,1314,429630,48561,1122257,1424,2243,225,229393,591473,824727,20938,1174179,26000,4680,9185,358821,146547,106704,4325275,422487,351039,8581,588772,18468,218353
"11010000001010001100",114330,1300354,1228100,207,225833,2931,146204,794034,467370,324,1486,8881,100369,162324,943878,174306,1407,34734,3225,170632,124369,23853,5039211,4805461,74794,23011,921279,106171,1023,25279
"01010100010110010101",3926345,410164,838259,1156,105481,4452,976,1581,516799,3104676,996,1946723,5624,10268,624201,1724243,1412312,230957,77807,398745,111,4144,1856647,111478621,186348,84674,34,58048,72,721550
"00000011100111111010",373,44499,5498,21121,3401,1220242,339433,724351,91,149311,485478,6493,269444,7111,104934,27817,783871,17245898,631303,2081,33514,455608,43454,20867,121097,84766,89568,72663,598160,344882
"11000101101010001001",80,9,97,215,782,19,77,66,428,5,103,0,1,13,485,78,415,2821,3,45,17,0,30,839346,20635,6060,225,177,35,10895
"10111101001010001100",5,0,15,0,0,0,0,0,0,0,356,0,0,0,0,0,29,0,0,852,0,0,0,5029,298,10,3,0,0,1252
"00000000110101000100",1040105,1517652,81632,82797,204093,19371,1422445,200960,365,55674,19815,39185,297547,2431,1829,199040,79707,2624139,42307,4629,4070,466568,158736,2850440,414461,485262,51038,93954,5808,93051
"00011101101000110101",307265,596597,54497,42825,13371657,9403,346,517,1559849,290240,45622,42157,26555,9869,315218,97168,563,53002,3707328,1408465,5888,262,74400,73295,67799,923,4552,261141,4113,11622
"10011000011000010110",28205,45723,66075,59524,8674547,2003,416377,1339,982576,12879,179367,432238,2018708,4576,319084,12902,116,19302,135662,1744469,35006,152091,202529,76352,140834,41212,525186,2860,82516,320172
"10001000000011101101",637,6289068,667189,22427,92993,1639,4546,115489,53843,137147,43112,20661,1074664,2260,323950,839550,6880,319700,79952,493209,7407,32200,12736834,77469,1454374,85811,208775,446181,34806,767150
"00100110010111111010",824,10085,9405,71006,290,36547,25373,214558,21,4325877,743902,265709,4529,513,39057,146130,24112655,11210889,17399,180930,272,5474246,984126,5480,933358,12931917,14318,40535,684855,16401315
"11100000011011011101",229,0,740789,0,0,0,43,6,13,0,11279,0,453,0,282,0,5468969,0,1,46338,0,0,0,30081,26084,1,0,1,92,535
"11110000111001000100",50742,0,27137,0,3,0,360,37,20,0,104429,0,4425,0,3,0,23100,0,1,770,0,0,0,14071,2467,3,2,2,51,29
"01111011111010011100",6,0,7,0,0,0,0,0,0,0,14057,0,0,0,0,0,290,0,0,26,0,0,0,27175,36,1,0,0,0,308
"11101110101001000111",11786,0,23490,2,2,0,86,1,820,0,12839100,0,8446,0,3,0,274207,0,68,6288,1,0,0,3468,14160,0,5,1,424,8
"00011110011110111111",155070,52764,11500,190121,153840,6107,746,1219,5473,61076978,178167,395619,1811,147,481724,835417,59180,2568190,65372,28563941,207,2636,269229,268806,567782,1245714,28714,8030,2541,915859
"10010111101101000000",6136,43,7,2095,2368,5,158,5,2,2,589,0,1,2,17,1,401,37131,1,8,774,33,1,110354,23015,1712974,1231,91,1241,11454
"11010010001000110011",3447,13744,35300,680,22849,1167,429069,3679,13326728,1475,337157,7342,615284,3270,14069215,2436,31014,119594,110321,46351,1847196,18444,155608,548827,193382,48771,123076,572385,148362,25511
"10000001010011100010",370,270769,38429,210639,172445,814,230058,716618,7811,27295,175772,18008,1471258,862,69256,5065,4667,421622,123674,2534,87697,86589,2659931,1088,233210,2359532,50097,90713,143825,1965374
"00100101111101110010",30202,5784,4212,20061910,119593,43013,170595,34552,141,265095,172671,25243,9456,1518,13823,7943,295085,234855,596036,38439,409,125291,11430,538,881495,351809,7572,17188,2451556,537048
"11101100010100000110",29347,0,4410,1,8,0,5,0,93,0,851646,0,8064,0,0,0,62070,0,8,6175,0,0,0,73540,15206,4,83,0,252,3564
"10000011001000101111",1133,30347,164804,34908,27779,3929,265730,17953,102211,1595,199551,5104,111160,2731,76684,607,999,94054,24715,338364,91106,2626,387294,45647,2072622,158774,72431904,148591,26971,3983
"10000101001000100100",54225,1295160,159347,23025,1730156,1249,5732,8683,132097,4877,9986,1451,54631,39268,30745,1468,140,10572,63194,68885,15653,2710,1543418,91051,487078,44812,7725690,158687,26210,9346
"01111100010011010101",22357,0,135433,0,1,0,0,0,264,0,113643,0,192,0,63,0,10390997,0,17,141601,0,0,0,23578,1259,1,0,0,4,7728
"10011101011000110111",35558,87689,31849,1589109,13697092,429,1989,147,3993442,285988,223844,131184,120875,2119,472430,9652,147,9943,1059623,7208733,3818,518,266499,4403,481581,63425,16928,21454,39488,178940
"00011101001110000010",2775,9,4,3950,100106,3,1,0,11,99,159,0,0,3,35,3,137,3573,5,1226,6,1,8,191070,7114,1923315,3936,0,29,3305528
"01111011010011110011",1892,12753,249550,60718,3680,20194,1787,86062,232064,67782,2705294,584599,114682,171,3071022,24194,364085,292604,1001632,118706,32135,161476,87850,425,97348,113951,10,75969,162588,6555416
"10100111011110011101",2,0,71,0,0,0,0,0,0,0,167,0,0,0,0,0,25847,0,0,278,0,0,0,141251,13020,33,0,0,0,651
"00100011110101001100",8,0,2,0,0,0,0,0,0,0,8862,0,0,0,0,0,28128,6,0,2,0,0,0,40179,1435,475,1,0,1,362
"10010101110110101001",100451,2218370,17986,51176,913642,16137,6563,254135,19832,3418417,5431,4364,6826,244920,49700,10053294,8764,429460,9805,24327,39755,372,173644,62683,233984,915737,3191,2923099,925,219716
"10000110001100010000",159775,89621,113723,996,46728,121432,392988,1686,48529,181804,11623,351,20482,263391,543635,909,167759,26352,4729,24507,24481,861753,9350,2626899,368701,16799,2050818,162328,397785,29932
"10101011011010001110",0,0,10,0,0,0,0,0,0,0,32961,0,0,0,0,0,30,0,0,98,0,0,0,1256,1253,38,29,0,1,1346
"01110110110011000010",188449,128966,47729,7635,24875,22714,416425,5712856,27862,8088,2884332,314495,45054,2079,16959,19238,1130693,1554330,73917,5564,2438043,5397544,177822,7424,21220,307467,39,1139142,4234,193049
"00101010110011001101",834,0,99268,0,0,0,10,45,1,0,1820205,0,532,0,1,0,1390741,16,1,12074,0,0,0,5232,3853,1,1,3,4,323
"01110010011011110100",2296,0,30085,0,0,0,1,6,1,0,217218,0,177,0,93,0,1112231,33,3,4540,0,0,0,22126,1466,21,0,1,44,668
"00000001110001110010",683,40349,2405,181731,76722,11401,1546908,238766,2835,31770,1738250,140318,2426613,960,46294,17532,38622,3754301,2153955,1936,18916,120056,224839,2354,53990,124457,8837,145536,592456,373320
"10001011011001011000",7,2,20,2995,20,17,595,24,1,9,12573,0,10,0,1329,5,224,28940,0,221,3,165,4,2831,20605,266512,5589,10,137652,426970
"10000010110000100110",1401,101745,10767,13696,187736,14038,2346700,98512,31528,5669,8217456,359700,19248287,332,2124,25783,167,3715527,404609,1845,3793605,170567,578484,239114,434325,413766,2662728,586647,43477,14276
"00010100000001011010",10163,363665,3468,1291,39839,638,567084,67753,21946,11064,237496,33078,38961,302611,168103,9364,4084227,884533,13033,759833,16778,2003771,4567487,30888,18982,515480,76054,96273,47918,912165
"11001001010001010000",13,12,35,1174,130,11,97,14,124,1,5805,0,498,2,1484,16,308,3209,16,11,5,82,17,36958,10785,48637,37,4,90154,3553511
"00111100010000011110",1172,0,891,0,2,0,1,0,15,0,2811873,0,348,0,1,0,198040,1,2,1269050,0,0,0,4189,670,9,30,0,28,8668
"11001000011100001000",1029339,1021761,36824,58733,165944,222168,2452937,1594291,31941,18842,15632,714,162526,3873125,786387,397816,7049,4412,633,40369,14564,64275,5222,591261,233842,52478,6765644,10459,311346,356411
"11100011011111001000",75,1,395,4733,1,54,205,826,0,1,211,0,0,0,169,16,6245,15156,0,23,2,131,5,29168,225065,5698418,700,5,7677,826388
"00110011110011110110",49,0,4108,0,0,0,2,3,0,0,5835703,0,2804,0,1,0,113508,113,195,861,0,0,0,389,968,15,0,0,48,699
"00111101110100011001",266,1,10,3214,513,137,1,1,7,693,816,5,0,18,18,6231,3743,12522,2,4451,0,2,2,53528,29471,381108,9,4,263,4294504
"11000111000001000101",241,51,621,171,28,1,10,1,609,0,2364,0,12,0,60,0,2938,7929,8,35,25,8,173,1547375,123447,165672,75,220,242,12737
"10010011010011000011",7,2,95,804,157,0,114,4,45,8,4068,0,7,0,94,1,1123,227814,1,49,274,16,155,17579,31729,37806254,17,44,46,842475
"10100011001010010100",0,0,292,0,0,0,0,0,0,0,470,0,0,0,0,0,352,0,0,9,0,0,0,115203,1218,1,2,0,2,204
"00011010000010101001",6186,1575983,68816,84,25654,7005,1335,206063,113450,544499,151241,29287,17534,9094,818350,1667980,30506,2601739,4137,338002,310358,14546,994652,224192,30784,310456,142467,1006348,841,583509
"11000110011010101000",35452,712819,25581,1819,6053,9620,107763,7241085,18819,114480,154409,1694,17832,10212,1305162,239245,16742,443491,1217,11772,59930,19026,1003218,127584,95882,269224,294168,2875959,27548,47614
"11000011110001010000",10,3,25,147,10,76,3146,77,24,0,26308,0,495,0,315,7,1015,120294,19,0,176,226,5,136317,8414,35750,13,294,30163,52405
"10100001001111010011",1,0,1070,28176,109,4,52,0,5,16,32,0,1,0,347,1,18245,2197,14,629,0,29,13,32551,1731209,540183,184,0,10977,4484430
"11011111000011000111",177,57,204,1263,1582,1,1,1,3820,1,15706,0,32,0,156,0,288,6065,112,400,343,7,117,96375,30858,201161,6,9,81,225482
"10111111111100011110",10,0,0,0,0,0,0,0,0,0,68945,0,0,0,0,0,134,0,0,177,0,0,0,3150,946,19,1,0,12,433
"01111010000101001101",102114,0,49425,0,0,0,1,4,8,0,195045,0,160,0,6,0,19754787,1,0,44690,0,0,0,213389,5827,9,10,0,20,626
"00001010101010111101",1789,67521,229499,2263,36711,298937,8937,24112,27359,2092213,190691,264944,104515,173,1284187,1769779,5966,3294952,569135,539414,4001,6290,167098,792779,213186,701,126186,535479,9349,17020
"00011000110001000000",591008,6587282,12606,15582,2075635,6414,720867,1309641,24244,32447,405103,15621,587512,18632,34477,413296,10191,937139,22662,11399,730955,798966,55718,19100,8269,144204,4302,539897,11111,355664
"01001100101011100001",380232,6375621,44360,91889,900348,8477,7633,523062,269258,655583,89665,3333,59367,2161,1971470,252851,144382,172321,971668,22524,25352,2877,109698,68128,76449,2069,497,2033819,11514,57166
"11010100101011110001",36717,1015721,76215,7539,374562,867,29449,48305,2022504,86868,15818,1441,146160,2706,19854416,258348,150959,280346,816481,18371,111284,6767,698518,134423,105999,4057,47,21584479,40825,31828
"10010101001111000111",880,8,167,52307,17317,0,3,0,20,15,23,0,0,0,30,1,719,7618,9,2853,1,1,203,394657,491494,9878924,219,1,19,288157
"00111100111000110110",2949,0,156,1,59,0,1,0,11,0,5780416,0,866,0,1,0,4817,2,130,116577,0,0,0,1669,1091,3,10,0,79,683
"01110111101000100110",25335,0,966,0,2,0,2,3,42,0,3833295,0,250,0,0,0,13477,1,48,1422,2,0,0,6125,611,1,37,0,10,5
"00100111110001011001",6,0,46,793,1,33,80,15,1,77,16100,1,0,0,20,56,174429,388015,1,274,0,80,18,6241,44581,383676,3,609,1299,182188
"10001110001111011110",21426,204643,103130,263600,103452,194139,114835,8186,2969,529124,187426,2857,128869,12048,418377,2105,109234,91737,116934,1469814,2787,3129256,51835,62623,1188202,17891,814958,4673,1224437,295871
"00001001011011000001",181,6,251,15594,1051,0,8,8,5,444,180,0,0,0,488,20,929,24234,1,495,0,1,29,20732,25477,722067,32,4,48,1753849
"11101001001101010001",52,1,969,19646,77,48,15,0,103,2,95,0,6,2,2814,3,6374,101,10,338,0,25,1,72276,634965,17172,86,1,186266,1912483
"01101011000000010110",0,0,6,0,0,0,0,0,0,0,187014,0,1,0,0,0,2311,0,0,9,0,0,0,101712,197,0,1,0,9,1451
"10011010001101111000",21216,881051,7331,17627,22142,20085,97589,54434,1774,41566,132251,16,125630,40333,4368830,76567,30735,509355,3891,173193,96561,1341122,17911,23231,256096,426658,3472196,131376,14046147,506762
"00111000001010110010",597,6120,54802,6319,675934,5583,2419,7188,79593,70399,90685,1667849,52638,1372,822945,74302,4506,83332,361638,1632877,20485,166233,579879,6588,72927,59002,125958,2237,116540,7843901
"01010001000001010100",119,14,112,19,73,0,6,2,57,0,328,0,23,0,237,7,1686,57357,28,83,2,22,1169,3320753,5493,218223,39,3,283,347227
"01000011011010111101",9480,18213,1004043,3172,634,30418,7413,143041,24559,214061,25998,170785,8448,116,6166617,240694,49115,1181009,48572,182004,125,578,918551,631221,238649,14583,6995,305411,2688,25603
"10000110101001101000",15061,2425855,4244,14253,26190,9615,2434307,3152927,1969,11387,876795,28,91002,16298,83930,16677,26531,1769897,5614,6770,1179110,376839,148482,9144,172661,114103,3330455,31080721,735202,3427
"00101110000101101101",6138,0,5278,0,0,0,0,1,0,0,802327,0,38,0,1,0,14934472,3,1,107301,0,0,0,20429,41620,52,129,0,120,1215
"01110111110010110010",5400,8920,17104,3162,20361,232118,6493,344322,104957,35005,3251010,2313542,59197,4943,92856,67596,41466,847588,1833175,5068,371828,89977,128250,4159,15124,33328,45,386009,22468,280979
"11011011101011101100",67069,8685663,125880,35747,236022,117147,23510,10129264,37503,517,391758,92,1109662,11689,947906,86673,121,265373,267607,11690,4709678,30953,59133,6061,47715,3955,40651,1045230,118175,6384
"10100001001111101100",311,0,62521,1,0,0,1,10,0,0,2504,0,111,0,2,0,71417,0,1,6463,0,0,0,2990,62438,29,1623,0,425,833
"10100011111010100000",1728,13506,571795,24925,51541,234305,133678,1462264,5569,30747,103569,12465,55821,481,42071,30823,249,170915,26218,1337,632543,68603,22006,1630,293281,39654,64550,1895394,83218,23756
"01001111001100000000",24924,23,12,398,429,169,4,4,19,8,1082,0,0,23,122,1,963,1492,1,37,9,4,0,2310426,9636,79685,9313,1,744,97890
"00100010001011100000",2825,51822,677162,2677,2183,3203,24512,653503,498,23578,44976,5173,5772,38,151841,5762,233135,1683678,6533,23133,28790,1723440,937562,11136,337825,635537,199893,520775,74200,242035
"11011011110000011111",11,1,14,681,266,89,176,3,1816,1,159772,7,489,1,181,119,19,30707,85,295,208,3,6,263989,16464,25021,60,10,698,60886
"10001111111111000011",516,3,14,987226,6387,31,112,2,4,1526,7980,0,2,0,42,2,642,20456,19,55,22,4,0,8099,168566,528294,32,7,979,194299
"11100100100100000111",9359,0,16654,0,4,0,34,0,762,0,136678,0,5776,0,0,0,835953,0,46,1414,0,0,0,1409434,43000,0,17,0,19,58
"00110101011101001011",1236,0,8,249358,145,0,35,3,0,20,224,0,0,0,7,9,76659,21234,0,22821,0,3,29,4290,247531,455391461,305,1,104,2761444
"11111111000001111000",3888,980874,47704,4069,2378,141487,2360,588462,193673,836,2704465,347,175194,2666990,1832362,18216,54518,17380,45809,93395,445543,2731466,76451,236,60314,16616,5083,1199797,25356389,597155
"10000111001011010010",2,0,40,840,148,2,106,1,11,12,3679,0,4,0,522,0,2492,27188,17,68,13,121,52,12942,28392,171766,514,7,8961,199236
"01100011001110011101",3,0,177,0,0,0,0,0,0,0,76,0,0,0,0,0,258943,0,0,62,0,0,0,5038918,2935,2,0,0,0,349
"00011010001111111011",9135,62680,11970,66936,19948,6954,17457,13648,2161,2329091,131553,3173,10290,351,6791903,84972,1505165,3876463,40435,2187841,5608,71072,56360,33978,311724,767111,67030,18629,117941,2181801
"11000100001010110100",9749,375969,365045,1101,178336,4000,3121,9279,756255,36214,7584,47490,313461,6302,2772645,60139,3793,41852,763574,51558,2452,9443,10150002,3906907,304654,2541,54713,168380,50638,57033
"00010000011000100011",55738,39470,7335,30991,598107,18,195184,14198,106841,73923,55876,156049,10979,149,151954,51015,14904,936228,6924,454582,26684,1094,1407807,106851,153300,13527932,298427,91066,716,236265
"00001011011010010000",23,0,96,129,150,51,7,2,5,473,1731,1,1,0,1121,12,119,52975,3,117,1,10,6,110143,3820,54261,352,1,468,931650
"01111111011110010101",585,0,39,0,0,0,0,0,0,0,542,0,0,0,0,0,19998,0,0,300,0,0,0,359825,645,6,0,0,0,2022
"10111000111100111101",1639,0,3258,1,4,0,2,0,4,0,69487,0,684,0,9,9,8531,1,3,159069,0,0,0,23927,32430,4,41,0,269,658
"10110110111000100011",22141,11392,15622,115671,351698,1240,324147,20721,273842,42229,1789838,53744,17185,394,16951,17513,4651,251642,21561,127304,3261909,27871,53013,2998,704813,1342113,24911,5412979,16791,16209
"11001011001111010100",142,6,851,1930,113,189,5,1,9,4,336,0,42,0,2361,1,252,4597,60,38,2,59,3,1493341,112194,9841,301,0,24512,292547
"01110110010100001001",4161709,155989,155915,942,908,35294,31159,284552,37126,64217,32878,33933,256,497715,52522,470273,13040254,132469,115,340263,11660,119167,52597,1081011,243941,2796473,4247,679638,991,280359
"11111000101111010001",118201,89881,2835758,78103,394468,338953,71660,26203,765191,39887,3428,4146,183591,44334,9315090,303965,210112,5233,337161,74942,60008,402088,2018,87540,621296,632,71,148119,441562,467485
"10010111000000110010",1288,105069,6164,677,132766,5563,19657,3140,999842,5949,1397848,5818,388517,169027,192419,388,4568,127387,210769,18657,3148717,138072,348781,10975,39656,146854,213558,351745,305195,106292
"10101101010010011101",0,0,52,0,0,0,0,0,0,0,1600,0,0,0,0,0,1559,0,0,781,0,0,0,10932,1884,2,0,0,0,11485
"10011111101011100010",34381,2049530,6333,413676,10557042,16384,30220,265410,77849,28520,2955869,131,325205,5047,175047,814,384,163047,961239,10988,35063418,80647,14180,130,31402,29318,20321,579741,218021,31051
"00110010000010100000",2419,99295,359750,22,8105,4707,1661,194698,16202,14630,53060,142071,11117,1670,45747,105157,27865,1986207,5548,22870,807361,657734,3277333,129755,53063,1444626,97162,602928,2593,720935
"01100011000000010001",4,0,1304,2,1,63,9,1,467,1,1247,4,2,1,402,2,34556,6765,5,52,4,26,17,1754501,33342,22737,51,21,706,220375
"11101001111000000101",14,0,36,0,0,0,0,0,0,0,3405,0,0,0,0,0,29,0,0,7,0,0,0,40059,1733,0,0,0,1,70
"10101101000111101111",158,0,12632,16,2,0,0,0,2,0,168472,0,460,0,1,0,368805,0,23,103263,0,0,0,420,109538,15,38,0,303,8615
"01000010001010000001",175935,97621,3082857,77,7484,19662,180431,163935,979971,32235,7189,14363,9401,2595,3839053,5209,580623,116968,5687,13916,71258,16602,104110,10175142,69788,5605,28285,750119,375,11654
"01111100001110000111",442612,0,38254,0,30,0,0,0,344,0,14592,0,24,0,6,0,903335,0,10,375360,0,0,0,379042,6303,2,3,0,1,1262
"00010010001000011100",53580,65813,218381,43,8963,7719,207620,19930,18141,3451,24958,23094,11489,9762,425504,21376,25721,1164564,2065,1223812,13421,297788,869476,3198784,39692,44819,4066507,127500,4132,11349
"01000011001110011010",16,0,17,72,6,274,154,12,1,4,486,0,1,1,1091,3,16262,53100,3,56,1,8,6,4289040,15937,152827,13282,0,1036,434414
"10101111100010010100",0,0,29,0,0,0,0,0,0,0,27246,0,0,0,0,0,119,0,0,3,0,0,0,24764,289,0,0,0,4,329
"11110001111001101001",33365,151866,118553,517208,21742,2872,634745,9957791,43293,424,47537,721,30999,13099,443930,482243,12552,60549,6129,36389,143506,6592,66919,487,438703,221828,2126,8655545,140511,29743
"10010000011010101110",3396,134100,23118,32667,809476,99,127696,224361,8688,15542,37137,188808,118718,359,69219,487906,146,1207409,8453,767777,31600,6385,31151980,71684,319662,8594186,5486697,26879,2462,297481
